Company Name,Company Link,Location,Booth Number,Description
MY Polymers Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104853,"Ness Ziona, Israel",6517,"Distinguished by its unique combination of high bond strength, and low refractive index, the LAM products demonstrated the potential to revolutionize the display industry. The new LAM-135 lamination adhesive has a unique combination of low index (1.35) and very strong adhesion to plastic films (PET, PC) to PMMA, glasses, and metal surfaces. The material is pure UV-cured material, with no solvents, enabling simple application. The material has various applications in both OLED and LCDs, such as"
"Myrias Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104442,"Amherst, MA, United States",6628,
Myutron Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105453,"Edogawa-Ku, Tokyo, Japan",3289,
n2-Photonics GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104615,"Hamburg, Germany",2360,
Naked Optics Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103866,"Nokomis, FL, United States",360,"Naked Optics provides a full range of IR & visible optical components; IR and glass blanks including IR chalcogenide glass (IG2, IG4, IG5 & IG6), ZnS, Si; Diamond-turned components with aspheric, diffractive & free-form surfaces in IR materials, polymers and metals; optical design services; Coated windows and filters from prototype to high-volume production; Optical glass strip, molded and CNC-machined blanks of all optical materials"
"Nalux Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104561,"Mishima-gun, Osaka, Japan",1360,"We are capable of designing, prototyping, and manufacturing of both plastic and glass ultrahigh precision optical elements, and precision lenses such as micro lens arrays and diffraction gratings, and free-form surfaces from design to mass production. Nalux is offering diffusers, MLA, glass cylindrical and acylindrical optical components and optical modules for various industries including automotive, optical communications, 3D sensing, LiDAR, imaging and life sciences."
"NAMICS Technologies, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103981,"San Jose, CA, United States",1768,"NAMICS is a global technology leader of advanced materials for semiconductor devices and packages, passive components, and solar cells with over 75 years of experience and expertise.Headquartered in Niigata, Japan, NAMICS serves its worldwide customers with subsidiaries in the USA, Europe, Taiwan, Singapore, Korea, Hong Kong, and China providing unmatched worldwide support. Stop by our booth to learn about NAMICS diverse product line of materials such as our packaging and board level underfills"
"Nanguang Hi-Tech (Xiamen) Laser Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105104,"Xiamen, Fujian, China",4636,
"Nanguang Hi-Tech (Xiamen) Laser Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105106,"Xiamen, Fujian, China",8675,
"Nanjing Band-Optics Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104058,"Nanjing, JS, China",1963,
"Nanjing Co-Energy Optical Crystal Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103910,"Nanjing, JS, China",1757,
Nanomotion Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103838,"Ronkonkoma, NY, United States",663,"Nanomotion designs and manufactures a wide range of ultrasonic standing wave piezo motors, motion modules and complete motion systems. We will feature our new SE motor, which supports motion system operation to 500mm/sec for ambient and vacuum motion systems. The Edge & Edge-4X motors support a wide range of miniature motion modules for focusing, shutters and beam steering."
nanoplus America Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103750,"Boulder, CO, United States",1855,"nanoplus America, Inc. is a nanoplus Nanosystems and Technologies GmbH subsidiary, which develops distributed feedback lasers for high-precision gas sensing in industry and research. These lasers enable highly selective, sensitive, and robust measurements with tunable diode laser absorption spectroscopy at any customized wavelength (760-14000 nm). Other products include superluminescent diodes (760-2900 nm), mid-infrared LEDs (1750-6500 nm), and Fabry-Pérot high-power lasers (1950-2350 nm)."
Nanoscribe GmbH & Co. KG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104203,"Eggenstein-Leopoldshafen, Germany",3652,"We provide the most advanced, high-precision 3D printers and grayscale lithography systems with application-specific solutions. As the leading innovator and market leader in additive manufacturing, we provide application-specific solutions at the nano-, micro-, meso- and macro-scale. Our patented technology empowers cutting-edge science and drives industrial innovations in various sectors, including microoptics, micromechanics, biomedical engineering, and photonics technologies."
Nanoscribe GmbH & Co. KG,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104202,"Eggenstein-Leopoldshafen, Germany",8652,"We provide the most advanced, high-precision 3D printers and grayscale lithography systems with application-specific solutions. As the leading innovator and market leader in additive manufacturing, we provide application-specific solutions at the nano-, micro-, meso- and macro-scale. Our patented technology empowers cutting-edge science and drives industrial innovations in various sectors, including microoptics, micromechanics, biomedical engineering, and photonics technologies."
nanosystec GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103909,"Gross-Umstadt, Germany",3281,
"Nantong Guoguang Optical Glass Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105548,"Nantong, China",1827,
"Nanyang Hongli Optoelectronics Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105325,"Nanyang, Henan, China",5619,
"Nanyang KaiXin Optical & Electronic Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104399,"Nanyang, HA, China",3234,
"Nanyang Srate Optical Instrument Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104398,"Nanyang, HA, China",3209,"NANYANG SRATE OPTICAL INSTRUMENT CO., LTD is a professional manufacturer specializing in precision optical components and lenses.Main products: Optical spherical lenses, cylindrical mirrors, reflectors, glued lenses, glued prisms, splitting prisms, color combining prisms, and a series of lens prisms. And provide various optical coatings such as antireflective film, high reflection film, spectroscopic film, metal film, etc.The company can design and produce products according to customer needs."
National Center for Instrumentation Research,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104226,"Hsinchu City, Taiwan",4206,"The National Center for Instrumentation Research (NCIR) is a government-funded institute dedicated to pioneering frontier instrumentation research in Taiwan. Rooted in Taiwan as an early pioneer of vacuum technology and optical fabrication, NCIR has built a service platform for advanced instrument applications. With a sophisticated service platform for advanced instrument applications, NCIR aims to bridge academia and industry, providing innovative engineering, prototyping, and customization."
National Semiconductor Translation and Innovation Ctr.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105078,"Singapore, Singapore",5512,"The National Semiconductor Translation and Innovation Centre (NSTIC) supports the industry and academia in the areas of Flat/Meta Optics and Integrated Photonics. NSTIC operates a cleanroom with a full suite of capabilities for 8”/12” silicon and 12"" glass wafer processing. In addition, NSTIC has state-of-the-art lab facilities and in-house experts with capabilities ranging from optics/photonics design/modeling/simulation to testing/characterization to module/system development for applications."
NB Corp. of America,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103915,"Hanover Park, IL, United States",2342,
NcodiN,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105788,"Palaiseau, France",5029,
neoLASE GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105015,"Hannover, Germany",3687,
Neurocle Inc.,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104544,"Gangdong-gu, Seoul, Korea, Republic of",6711,
New Imaging Technologies,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104484,"Verrières-le-Buisson, France",1866,
New Origin,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105691,"Enschede, Netherlands",5210,
"New Scale Technologies, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104440,"Victor, NY, United States",264,"Embedded Motion Makes Photonics Instruments Smaller! We make the smallest, most precise closed-loop positioning solutions - so you can embed motion in imaging systems, while reducing size, weight, and power (SWaP). M3 Smart Stages are precision rotary and linear micro stages with built-in controllers for the smallest size, fastest integration into handheld, portable and battery powered instruments. Our customers achieve the fastest time to market with the lowest system cost!"
"New Source Technology, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103869,"Pleasanton, CA, United States",4619,
New York Photonics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104044,"Rochester, NY, United States",239,
"Newport Corp., a division of MKS Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105041,"Irvine, CA, United States",927,
"Newport Corp., an MKS Brand",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105044,"Irvine, CA, United States",8410,
"Nextas Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=105609,"Zhuhai, GD, China",6532,"Zhuhai Guanghaojie (Nextas) Technology Co., Ltd. was established on March 2009. As an automated equipment manufacturer with core technologies in image quality analysis and machine vision, the company integrates R&D, manufacturing, and sales to provide downstream customers with a series of products including automated testing equipment, automated assembly equipment, and micro precision test socket, along with one-stop total solutions."
NextCorps LUMINATE,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104046,"Rochester, NY, United States",258,"Luminate, the world’s largest startup accelerator for businesses with optics, photonics, lasers, and imaging-enabled technology, is part of the NextCorps family, based in Rochester, NY, the imaging capital of the world. The 6-month accelerator program provides immediate funding plus comprehensive training, mentors, access to benchmark resources, investor connections, and follow-on investment to help startups scale their businesses. Startups from around the world are encouraged to apply."
Nichia America Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104121,"Wixom, MI, United States",132,"NICHIA is the pioneer of GaN semiconductors including Blue LEDs, High Brightness White LEDs, UV LEDs and Laser Diodes (ranging from 375nm to 532nm). With our motto in mind, Ever Researching for a Brighter World, NICHIA will continue to contribute to the world. http://www.nichia.co.jp/"
NIH P41 Centers,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105536,"Urbana, IL, United States",8426,
"Nikon Metrology, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104354,"Brighton, MI, United States",2327,
NIL Technology ApS,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104584,"Kongens Lyngby, Denmark",5339,"NIL Technology (NILT), founded in 2006, is an optical solutions company that designs and manufactures ultra-compact lenses, modules, and cameras. Meta-optics have competitive advantages over traditional optics for 3D sensing, from AR to automotive. NILT has 3 areas of expertise: mastering for nanoimprint, metaoptics, mass production. NILT is based in Denmark with offices in Switzerland, Sweden, US, and Malaysia. NILT is owned by Radiant Opto-Electronics Corporation (www.radiant.com.tw)"
NIL Technology ApS,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104582,"Kongens Lyngby, Denmark",6410,"NIL Technology (NILT) is a global leader for exceptional waveguide masters for high-quality mass production of AR waveguides. We offer masters with a wide range of structures providing maximum design freedom, made to your exact specs. NILT is also a solution provide for AR waveguides. Contact us today to be connected with manufacturers of AR waveguides. Custom Design to Mass Production, all in-house at NIL Technology. Reach out at contact@nilt.com"
"NINGBO YONGXIN OPTICS CO., LTD.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104416,"Ningbo, ZJ, China",1834,"Novel Optics is a leading manufacturer of precision optical instruments and core optical components. It is also a China National High-Hech Enterprise, Vice Chairman unit of China Instruments Manufacturer Association and Chairman unit of the Optical Instrument Sub-Committee, and Deputy Director for China National Optical Microscope Standardize Committee. Novel Optics owns the brands including “NOVEL”, “NEXCOPE” and “JIANGNAN”. STOCK CODE: 603297."
"Nippon Electric Glass Co., Ltd",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105448,"Osaka-Shi Yodogawa-Ku, Osaka, Japan",3389,
Nissei Technology Corporation,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105449,"Kobe, Japan",3293,"Development-driven manufacturer with strengths in optical products and precision mechanical products and expanding business with the world's leading companies in the camera, automotive, industrial and optical communication market. Capable of integrated production from product design to mold manufacturing, prototyping, and mass production Strength in manufacturing ultra-compact, high-precision plastic lenses/mechanical components using nano-scale processing technology."
"Nitto Optical Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105450,"Chiyoda-ku, Japan",3589,"Working at the speed of development and productization requires the ability to support our customers from prototype phase to mass production. Leveraging over 70 years of optical know-how and state-of-the-art processing technologies, our dedicated sales, engineering, and manufacturing team work closely with our customers to understand their needs and expectations to provide the best solutions possible at the best price—this way of working results in a relationship of trust and open communication."
NKT Photonics Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103924,"Boston, MA, United States",3401,"Established in Denmark by scientists and engineers, NKT Photonics is based on a foundation of innovation and passion for photonics. We are the leading supplier of high-performance fiber lasers and photonic crystal fibers. We aim to make a difference in the World and are involved in projects that will transform the way we live through life science, renewable energy, and the basic understanding of the Universe. NKT Photonics is headquartered in Denmark and is a subsidiary of Hamamatsu Photonics."
NKT Photonics Inc.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103925,"Boston, MA, United States",8401,"Established in Denmark by scientists and engineers, NKT Photonics is based on a foundation of innovation and passion for photonics. We are the leading supplier of high-performance fiber lasers and photonic crystal fibers. We aim to make a difference in the World and are involved in projects that will transform the way we live through life science, renewable energy, and the basic understanding of the Universe. NKT Photonics is headquartered in Denmark and is a subsidiary of Hamamatsu Photonics."
"nLIGHT, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104293,"Camas, WA, United States",967,
NLIR,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105297,"Farum, Denmark",1157,"Offering the fastest spectrometers in the world, NLIR is advancing your capabilities in MIR spectroscopy regime. NLIR's 2 - 5 µm fiber spectrometer can acquire 130k spectra/s with a high sensitivity of 5 pW/nm and 6 cm-1 in spectral resolution. Powered by the cutting-edge technology, our products (MIR spectrometers, light sources, interfaces) can help you perform real-time non-disruptive measurements. We're also a proud member of Nynomic group. Reach out to us via info@nlir.com or visit nlir.com"
"NM Laser Products, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104079,"San Jose, CA, United States",1731,"Laser Shutter development, manufacture, and sales. OEM Specialist; 30 years + of refining technical solutions for High Irradiance lasers. Safety Interlocks, Processing Shutters, and Pulse Gating Models. For average powers to hundreds of Watts and Fluence levels to 10 J/cm2. Highly integrated and compact solutions achieve laser industry requirements such as Damage Threshold, Thermal Gradients/Flow, Particle Generation, Out-gassing, Photochemical material changes, and Fail-Safe closure."
NoIR InSight,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104359,"Milford, MI, United States",3416,
NoIR InSight,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104358,"Milford, MI, United States",8416,
Noisy Labs GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104172,"Hamburg, Germany",4024,
North American Coating Labs.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104066,"Mentor, OH, United States",3456,"North American Coating Laboratories provides coatings for a variety of customers in the polymer and glass optics markets. Our experience in both dip and vacuum-applied processes make NACL one of the most respected organizations in the optical coating field. Our coating competencies include protective, reflective, anti-reflective, filter, conductive, ITO, chemically resistive, and infrared DLC coatings. North American Coating Laboratories is an ISO 9001 certified and ITAR registered organization."
North American Coating Labs.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104067,"Mentor, OH, United States",8456,"North American Coating Laboratories provides coatings for a variety of customers in the polymer and glass optics markets. Our experience in both dip and vacuum-applied processes make NACL one of the most respected organizations in the optical coating field. Our coating competencies include protective, reflective, anti-reflective, filter, conductive, ITO, chemically resistive, and infrared coatings. North American Coating Laboratories is an ISO 9001 certified and ITAR registered organization."
"North Ocean Photonics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104351,"Shanghai, SH, China",6414,"Based in Shanghai, China, North Ocean Photonics (NOP) is a leading high-tech company specializing in wafer-level optics and optical integration. Leveraging extensive technical expertise and advanced manufacturing capabilities, NOP is committed to exploring cutting-edge applications in the fields of photonics and optoelectronics."
Northrop Grumman SYNOPTICS,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105351,"Charlotte, NC, United States",833,
"NOTICE Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105148,"Gyeonggi-do, Korea, Republic of",2454,"NOTICE is a specialized company in optical test instruments and fiber-optic sensing systems. We supply the ultra-compact mini Power Meter (mPM), 18-channel CWDM light sources, and advanced distributed sensing solutions including DTS, DAS, and the integrated DATS system. With proven technology and reliable performance, NOTICE delivers high-quality products for industrial safety, facility monitoring, and fiber-optic measurement applications."
"Novanta, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104334,"Bedford, MA, United States",1057,
NovelBeam,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104101,"Qingdao, SD, China",2066,"As a supplier of precision optical components and opto-mechatronic solutions, NovelBeam’s Optics Division specializes in the R&D, production, sales, and service of optical components, modules, and OEM/ODM devices. We have been adapting and improving optical technology for microscopy, IVD, dental examination, industrial lasers, and biometrics, offering design solutions, rapid R&D prototyping, and high - volume manufacturing with repeatable performance and reliability."
NovoViz SA,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104104,"Neuchâtel, Switzerland",6719,"NovoViz, a Swiss fabless semiconductor company, is redefining single-photon imaging sensors with high-speed performance and exceptional affordability. By embedding computation directly on-chip, our patented technology dramatically lowers costs and facilitates system integration, creating compact and advanced solutions. With applications spanning medical imaging, automotive, space, and industrial monitoring, NovoViz delivers cutting-edge, accessible solutions according to modern industry demands."
NovoViz SA,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104031,"Neuchâtel, Switzerland",4438,"NovoViz, a Swiss fabless semiconductor company, is redefining single-photon imaging sensors with high-speed performance and exceptional affordability. By embedding computation directly on-chip, our patented technology dramatically lowers costs and facilitates system integration, creating compact and advanced solutions. With applications spanning medical imaging, automotive, space, and industrial monitoring, NovoViz delivers cutting-edge, accessible solutions according to modern industry demands."
"NP Photonics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104183,"Tucson, AZ, United States",563,
"NTKJ Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105457,"Itabashi-ku, Tokyo, Japan",3393,
NTS,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105699,"Eindhoven, Netherlands",5309,
NTT Advanced Technology Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105459,"Sinjuku-ku, Tokyo, Japan",3487,
NTT Innovative Devices,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105460,"Yokohama-shi, Kanagawa, Japan",3486,
"NuPhoton Technologies, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103747,"Murrieta, CA, United States",1756,
Nuvoton Technology Corporation Japan,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105454,"Nagaokakyo Kyoto, Kyoto, Japan",3489,
Nüvü Cameras Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103964,"Montreal, QC, Canada",4623,"Nuvu Cameras specializes in high-speed sensitive imaging cameras and TDI cameras with a patented technology that offers the ultimate level of sensitivity, thanks to the highest SNR for the most demanding imaging applications. Nuvu also develops a Space-Qualified imaging platform for CCD, EMCCD and CMOS sensors, TDI imaging and custom applications."
NYFORS,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103953,"Stockholm, Sweden",3481,
NYFORS,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103954,"Stockholm, Sweden",8481,
O/E Land Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104530,"Lasalle, QC, Canada",3204,
Obducat Technologies AB,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104562,"Lund, Sweden",4937,
"Ocean Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104270,"Orlando, FL, United States",527,"Ocean Optics delivers high-performance spectroscopy solutions for research and industry. From environmental monitoring to biomedical analysis, our tools help you Measure What Matters. Visit booth #527 to explore new NIR and Raman products and meet our expert team—including two female Applications Scientists honored in ThePhotonics100—who are shaping the future of photonics."
Octave Photonics LLC,https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=105540,"Louisville, CO, United States",515,
OCTLIGHT ApS,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105513,"Kongens Lyngby, Denmark",4034,OCTLIGHT is a Danish world-leading company within VCSEL Swept Source laser technology focusing on developing and producing VCEL SS laser modules. We have developed the world´s fastest VCSEL Swept Light Source enabling our customers to invent the next generation of 3D optical imaging devices for OCT scanners and other medical and industrial applications (kHz-MHz scan frequency). Our goal is to improve early diagnosis and ensure more effective treatment of diseases such as eye diseases worldwide.
"OEwaves, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103831,"Pasadena, CA, United States",3372,
Ohara Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103740,"Rancho Santa Margarita, CA, United States",630,"Manufacturer of precision optical glasses: strip/slab, cut/molded blanks, high homogeneity blanks, fine gobs, polished ball lenses, near UV transmitting i-Line glass, glass ceramic substrates, CaF2, UV & IR materials, quartz, Fused Silica (standard and excimer grade). Ohara ClearCeram-Z ultralow expansion glass (excellent CTE uniformity; large sizes). NANOCERAM. Supplier of double side polished substrates (excellent flatness/low surface roughness)."
"Omega Optical, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104289,"Brattleboro, VT, United States",649,
"Omega Optical, LLC",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104290,"Brattleboro, VT, United States",8333,
"On-Trak Photonics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103801,"Eagle, ID, United States",2430,Manufacturer of high precision position sensing amplifiers and display electronics. Distributor of the Sitek Electro-Optics line of position sensing detectors in the United States.
Onyx Optics Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104656,"Dublin, CA, United States",4841,
Opal Kelly Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105424,"Portland, OR, United States",2354,"Opal Kelly helps engineers move from idea to implementation with compact, ready-to-deploy FPGA modules and the FrontPanel SDK. Our approach is simple. Give developers a reliable bridge between hardware and software, remove friction, and shorten the path from proof of concept to production hardware. FrontPanel provides immediate host control and data movement so teams can start validating logic, capturing data, and integrating with real applications on day one."
Ophir/ An MKS Brand,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105039,"North Logan, UT, United States",927,
Opneti Communications Co. Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104704,"Shenzhen, Guangdong, China",5411,
Opsydia Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105794,"Kidlington, United Kingdom",4919,
OPTAplus BG JSC,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104346,"Sofia, Bulgaria",5047,"OPTAplus is an optical-components manufacturer based in Sofia, Bulgaria. We offer optical and mechanical parts, precision assembly, and design and optimization of opto-mechanical systems. Our main products include lenses, doublets, windows, wedges, prisms, filters, and mirrors. Using advanced metrology and efficient manufacturing technologies, we meet the highest specifications, including those required for laser applications."
Optec S.p.A.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104136,"Parabiago, Lombardia, Italy",3424,
OptecNet Deutschland e.V.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105651,"Hannover, Germany",4205,
OpTek Systems Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105030,"Greenville, SC, United States",5223,"OpTek Systems is a leading global supplier of laser processing tools and laser machining services. Working in partnership with our customers, our highly qualified and experienced team develop and deliver precision laser processing tools by bringing together core skills in lasers, optics, laser/materials interaction, automation, vision, control and software."
Optica,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104754,"Washington, DC, United States",4122,
"Optical Engines, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105169,"Colorado Springs, CO, United States",2526,
"Optical Filter Source, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105100,"Round Rock, TX, United States",3456,
"Optical Filter Source, LLC",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105101,"Round Rock, TX, United States",8456,
Optical Solutions Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104483,"Chiyoda-ku, Japan",2331,"We have many years of experience in DIRECT machined prototyping of polymer/plastic optics using diamond turning and CNC machining. Our approach offers the best solution for prototype manufacturing and R&D. We consistently challenge ourselves to deliver high-performance lenses for various applications, including automotive headlights, head-up displays, head-mounted displays, laser optics, LCD displays, Fresnel lenses, free-form mirrors/lenses, aspheric lenses, micro-lens arrays, and more."
"Optical Support, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104306,"Tucson, AZ, United States",554,
Optics Valley,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104552,"Tucson, AZ, United States",559,"Optics Valley is the industry cluster that helps its members thrive through business acceleration, workforce development, startup support, and connections to local and worldwide opportunities. We maintain worldwide strategic collaborations and key partnerships. We provide cutting-edge professional development, world-class education, strategic business networking, and broad support for our members to thrive and lead in global markets."
optics.org,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105225,"Cardiff, United Kingdom",8700,
optics.org,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105238,"Cardiff, United Kingdom",3700,
"Optiforms, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105149,"Temecula, CA, United States",2043,
OptiGrate – IPG Photonics,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103880,"Oviedo, FL, United States",8342,"OptiGrate Corp., an IPG Photonics company, is a pioneer of commercial volume Bragg gratings (VBGs) and a reliable supplier of VBGs to more than 600 customers on six continents since 1999. The key products include reflecting, transmitting, and chirped VBGs for wavelength locking and stabilization of diode lasers, mode selection in solid state and fiber lasers, ultra-narrow line optical filters for spectroscopy and imaging systems, and stretchers and compressors for ultra-short pulsed lasers."
OptiGrate – IPG Photonics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103881,"Oviedo, FL, United States",3342,"OptiGrate Corp., an IPG Photonics company, is a pioneer of commercial volume Bragg gratings (VBGs) and a reliable supplier of VBGs to more than 600 customers on six continents since 1999. The key products include reflecting, transmitting, and chirped VBGs for wavelength locking and stabilization of diode lasers, mode selection in solid state and fiber lasers, ultra-narrow line optical filters for spectroscopy and imaging systems, and stretchers and compressors for ultra-short pulsed lasers."
Optikos Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104546,"Wakefield, MA, United States",441,
Optikron GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104475,"Jena, Germany",3656,
Optikron GmbH,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104474,"Jena, Germany",8656,
Optilab,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104129,"Phoenix, AZ, United States",564,"OPTILAB is dedicated to becoming one of the leading suppliers of the optoelectronics and photonics industry. OPTILAB is founded by photonics professionals to serve fiber optics and optoelectronics industries including telecom, bio-photonics, fiber sensors and laser instruments."
