Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
8700,optics.org,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101984"")","SPIE’s optics.org is the leading online resource for professionals using photonics based technologies, applications and for the diverse markets they serve. Delivering the very latest photonics related business news market trends and product applications to over 30,000 monthly users. Whether it’s microscopy or solar energy, materials processing or infrared countermeasures, what sets optics.org apart is its attention to the commercial side of these technology-driven industries.","=HYPERLINK(""http://www.optics.org"")",optics.org  Ffordd Pengam  2 Alexandra Gate  Cardiff  United Kingdom  CF24 2SA
8442,OptiGrate – IPG Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101563"")","OptiGrate Corp., an IPG Photonics company, is a pioneer of commercial volume Bragg gratings (VBGs) and a reliable supplier of VBGs to more than 600 customers on six continents since 1999. The key products include reflecting, transmitting, and chirped VBGs for wavelength locking and stabilization of diode lasers, mode selection in solid state and fiber lasers, ultra-narrow line optical filters for spectroscopy and imaging systems, and stretchers and compressors for ultra-short pulsed lasers.","=HYPERLINK(""http://www.optigrate.com"")","OptiGrate – IPG Photonics  552 South Econ Circle  Oviedo, FL  United States  32765-4303"
8668,Optikron GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101836"")","OPTIKRON is a partner for the development and production of micro-optical components, thin-film optics, complex optical assemblies and micro-optical systems for both medical and technical applications such as endoscopes, laser systems, sensor systems, measuring instruments and innovative applications for aerospace industry. OPTIKRON also develops and manufactures miniaturized vision-systems and high-integrated micro camera modules with sensor, optics and LED illumination in smallest dimensions.","=HYPERLINK(""http://www.optikron.de"")",Optikron GmbH  Loebstedter Str. 70  Jena  Germany  07749
8641,Opto GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102297"")",No Description Found,"=HYPERLINK(""http://www.opto-gmbh.com"")",Opto GmbH  Floriansbogen 2/4  Neuried  Germany  82061
8232,"Optolong Optics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102673"")","Founded in 1999, Optolong Optics is a technology company that design & manufacture high precise optical thin film coating filters. Products catagory: Fluorescence filter sets, Astronomy filters, also other interference filters Bandpass,Longpass, Shortpass, Dichroic mirrors,Reflective mirrors, Beamsplitter, Notch filters, Polarization filters,Neutral density filters. Involve applications of biomedical, life science,microscopy,astronomy,remote sensing,environmental monitoring,flow cytometry.","=HYPERLINK(""http://optolongfilter.com"")","Optolong Optics Co., Ltd.  Rm 1523-1526 Bldg 7  Phase II, Lenovo Tech Centre  Kepu Road  Kunming, YN  China  650101"
8217,OPTOMAN,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102576"")","OPTOMAN's mission is to be Your Sidekick for Laser Optics Development. Our core value is the desire to make application-optimised and highly customised solutions for you collaboratively and do that with ultrafast turnaround. OPTOMAN is completely concentrated on Ion-Beam Sputtering Technology (IBS) using solely in-house manufacturing capabilities run by highly skilled professionals, enabling OPTOMAN to increase the longevity and reliability of our partners‘ laser systems.","=HYPERLINK(""http://www.optoman.com"")",OPTOMAN  Ukmerges st. 427  Vilnius  Lithuania  14185
8557,OSELA Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101735"")","Osela is a specialized manufacturer of laser illumination systems and structured lighting for industrial applications in machine vision, life sciences and research. With an experienced and skilled staff knowledgeable in the area of beam shaping optics and lasers allows us to continually innovate our product portfolio offering to our customers. Based on our standard platform and our expertise, we offer very competitive customized solution specific to the needs of our customers.","=HYPERLINK(""http://www.osela.com"")","OSELA Inc.  1869 32e Ave  Lachine, QC  Canada  H8T 3J1"
8482,Oxxius SA,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101712"")","Oxxius manufactures innovative solid-state lasers for life science, spectroscopy, microscopy, holography and industrial applications. Their LaserBoxx compact lasers modules, featuring wavelengths in the UV, visible and NIR, have outstanding performance with market-leading power levels. Oxxius proposes upgradable and ultra-modular compact lasers combiners up to 7 wavelengths with multiple options.","=HYPERLINK(""http://www.oxxius.com"")",Oxxius SA  4 Rue Louis de Broglie  Lannion  France  22300
8637,OZ Optics Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101274"")","High Power Isolators/Combiners/Patchcords/Connectors/Safety Interlocks/Shutters, Universal Optical Detection System for Pathogens, Adjustable Collimators/Focusers, Fused Fiber Couplers, Patchcords / Connectors / Splitters / Switches, Polarized Sources, Polarization Rotators / Controllers / Analyzers, Polarizers, PDL Emulators, ER Meters, Laser Diode Sources, Fiber Optic Sensors, OZ-PEN, Mode-Field–Adaptors, Components for OCT Application, Fused Collimators, Polarization Entangled Photon Sources","=HYPERLINK(""http://www.ozoptics.com"")","OZ Optics Ltd.  219 Westbrook Rd  Ottawa, ON  Canada  K0A 1L0"
8367,Pavilion Integration Corporation,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101526"")",No Description Found,"=HYPERLINK(""http://www.pavilionintegration.com"")","Pavilion Integration Corporation  2528 Qume Dr Ste 1  San Jose, CA  United States  95131-1836"
8674,PHASICS Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103520"")","Phasics offers metrology and imaging solutions to laser engineers, lens manufacturers and cell biologists. With a range covering UV to LWIR, our high resolution wavefront sensing solutions - based on the patented Quadriwave Lateral Shearing Interferometry technology - combine high accuracy, best-in-class dynamic range and ease of use. Expert software packages provide insightful analysis for R&D and manufacturing.","=HYPERLINK(""http://www.phasics.com"")","PHASICS Corp.  5277 Manhattan Cir Ste 102  Boulder, CO  United States  80303-8200"
8228,Photon Force Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101466"")","Photon Force provides innovative single-photon sensitive detector technologies for biomedical devices involving techniques such as fluorescence lifetime imaging, multi-speckle DCS, and Raman spectroscopy. We are the leading commercial developer of CMOS single-photon sensitive time-resolved SPAD array cameras and sensors, offering the world's highest throughput. We are developing several next generation SPAD-based technologies and processing capabilities, and also provide custom sensor services.","=HYPERLINK(""http://www.photon-force.com"")","Photon Force Ltd.  Murchison House, 10 Max Born Crescent  Edinburgh  United Kingdom  EH9 3BF"
8243,Photonic Cleaning Technologies,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101442"")",No Description Found,"=HYPERLINK(""http://www.photoniccleaning.com"")","Photonic Cleaning Technologies  Bldgs 1 & 2  1895 Short Ln  Platteville, WI  United States  53818-8977"
8212,"Photonics Industries International, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103319"")","Photonics Industries International, Inc. is the pioneer of intracavity harmonic lasers, and manufactures a wide range of lasers in the nanosecond, sub-nanosecond, picosecond, and femtosecond regimes for industrial microprocessing systems and scientific research applications. Photonics Industries is a privately-held company, with manufacturing and headquarters in Ronkonkoma, New York (Lasers Made in USA: 1800 Ocean Ave, Ronkonkoma, New York 11779, USA).","=HYPERLINK(""http://www.photonix.com"")","Photonics Industries International, Inc.  1800 Ocean Ave  Ronkonkoma, NY  United States  11779-6532"
8567,Photonics Media,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102558"")","Photonics Media brings you the latest research, product information, and business news for the entire photonics industry. Our extensive resources include our award-winning publications— Photonics Spectra, Vision Spectra, and BioPhotonics — available in print and digital; the Photonics Buyers’ Guide, available in print and online; e-newsletters; webinars; conferences; a podcast; and our websites. Visit www.photonics.com for more information and to subscribe for free.","=HYPERLINK(""http://www.photonics.com"")","Photonics Media  3rd Fl  100 West St  Pittsfield, MA  United States  01201-5779"
8210,"PhotonTech Innovations Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103203"")",No Description Found,"=HYPERLINK(""http://photontechinnovations.com/english"")","PhotonTech Innovations Co., Ltd.  4-1-6 Hongo  Bunkyo-ku, Tokyo  Japan  113-0033"
8634,"PhotoSound Technologies, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102658"")","PhotoSound excels in research, development and manufacturing of specialized equipment for biomedical applications based on photoacoustics. This includes specialized data acquisition systems as well as out Tritom™ Photoacoustic and Fluorescents Imaging system. All employees at PhotoSound are committed to provide every customer with the highest quality products and services with short delivery times and competitive pricing.","=HYPERLINK(""http://www.photosound.com"")","PhotoSound Technologies, Inc.  9511 Town Park Dr  Houston, TX  United States  77036-2405"
8517,PI (Physik Instrumente) L.P.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102237"")","PI provides World-Class Precision Motion Control, Automation, Piezo Technology and Nanopositioning Solutions for Markets including: Life Sciences, Medical Engineering, Photonics, Laser Processing, Metrology, Semiconductors, Aerospace and Astronomy. Products include High-Speed Nano-Precision Scanners, Microscopy Stages, Piezo Transducers, Air Bearings, Gantries, Hexapods, Photonics Alignment, Piezo Motors and Piezo Nanopositioning Stages, High Performance Linear & Rotary Stages for OEM & Research","=HYPERLINK(""http://www.pi-usa.us"")","PI (Physik Instrumente) L.P.  Piezo Nano Positioning  16 Albert St  Auburn, MA  United States  01501-1304"
"8510, 8511, 8613","PicoQuant Photonics North America, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102170"")","PicoQuant is a leading research and development company specialized in optoelectronics and single photon counting applications. The product portfolio includes picosecond pulsed diode lasers, ultra-fast time taggers and photon counters, single photon sensitive detectors, time-resolved confocal and super-resolution fluorescence microscopes, and fluorescence lifetime spectrometers. PicoQuant drives innovation and supports the scientific community through workshops and training courses.","=HYPERLINK(""http://www.picoquant-usa.com"")","PicoQuant Photonics North America, Inc.  54 Kane St  Springfield, MA  United States  01119-2624"
8583,PIEZOCONCEPT,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101999"")",No Description Found,"=HYPERLINK(""http://www.piezoconcept.com"")",PIEZOCONCEPT  82 Avenue François Mitterrand  Bron  France  69500
8200,PMG Precision Medical Glass,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102204"")",No Description Found,"=HYPERLINK(""http://www.precisionmedical.glass"")","PMG Precision Medical Glass  810 E Saint Paul St  Litchfield, MN  United States  55355-5324"
8272,POG Precision Optics Gera,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101386"")","POG designs, develops and manufactures custom optical and EO-mechanical systems and components from the UV through IR for life sciences, machine vision, semiconductor industry, aerospace and defense. POG is a leading manufacturer of custom and standard microstructures on glass and ceramics – scales, calibration targets, micro-fluidic plates, reticles and test patterns. In-house photolithographic processes result in the highest possible quality for serial production and small batch quantities.","=HYPERLINK(""http://www.pog.eu"")","POG Precision Optics Gera  1090 Delacroix Cir  Nokomis, FL  United States  34275-4563"
8335,"Power Technology, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102391"")","Power Technology, Inc., established in 1969, is a leading manufacturer of lasers and laser diode modules for OEM life sciences, cinema, analytical, biomedical, industrial, semiconductor inspection, defense, security, and machine vision applications.","=HYPERLINK(""http://www.powertechnology.com"")","Power Technology, Inc.  PO Box 191117  Little Rock, AR  United States  72219-1117"
8363,Precision Glass & Optics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101592"")","Precision Glass & Optics provides reliable, cost-effective, high-precision optics and commercial components from 0.040 in. to 30 in. diam., thin-film coatings, custom and standard components, plus turnkey optical solutions that operate from 0.2 to 15 µm. Utilizing the cutting-edge, newly installed PR Hoffman 5400 double-sided polishing (DSP) machine, the company can polish optical components in days, rather than weeks, to deliver exceptional high-volume optics in the shortest time possible.","=HYPERLINK(""http://www.pgo.com"")","Precision Glass & Optics  3600 W Moore Ave  Santa Ana, CA  United States  92704-6835"
8566,"Princeton Infrared Technologies, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101780"")","Princeton Infrared Technologies, Inc. (PIRT) specializes in indium gallium arsenide (InGaAs) imaging technology, focusing on the design and manufacture of shortwave infrared cameras and 2D imaging arrays. Our products feature industry-leading sensitivity, operate at the highest commercially available frame rates and deliver exceptional Megapixel resolution. All imaging solutions are ITAR-free, ensuring global accessibility.","=HYPERLINK(""http://www.princetonirtech.com"")","Princeton Infrared Technologies, Inc.  7 Deerpark Dr Ste E  Monmouth Junction, NJ  United States  08852-1921"
8431,Prior Scientific Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101345"")","Prior has the products, tools, & support to make your optical and opto-mechanical products come to life. We have an extensive line of standard & custom products that can assist you to integrate, including: high precision stages, nanopositioning devices, robotic sample handling systems, laser autofocus systems, fluorescence illumination systems, filter wheels, custom microscope stands & an array of accessories. We take your ideas from concept to manufacture to create solutions that work.","=HYPERLINK(""http://www.prior.com"")","Prior Scientific Inc.  80 Reservoir Park Dr  Rockland, MA  United States  02370-1062"
8310,Prospective Instruments LK OG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101361"")",No Description Found,"=HYPERLINK(""http://www.p-inst.com"")",Prospective Instruments LK OG  Building 4  Bildgasse 18  Dornbirn  Austria  6850
8510,"Quantum Opus, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102738"")","Quantum Opus has developed Single Photon Counting detectors based on superconducting nanowires with very high detection efficiency from 600-1550nm, low dark counts, fast timing resolution and count rates of 50Mcps. Quantum Opus provides a complete turn-key solution with a compact closed cycle cryocooler that can support up to 32 detector channels. Also provided is a portable system with one push button cooldown.","=HYPERLINK(""http://www.quantumopus.com"")","Quantum Opus, LLC  14841 Keel St  Plymouth, MI  United States  48170-6001"
8471,"QUEL Imaging, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102873"")","QUEL Imaging aims to build an ecosystem to accelerate and standardize methods for clinical translation of in vivo optical imaging technologies. We manufacture reference targets and mimicking phantoms, backed by world-leading expertise. In addition to standard products, we work with our customers to identify challenges with system characterization or new fluorophore development to provide customized solutions.","=HYPERLINK(""http://www.quelimaging.com"")","QUEL Imaging, LLC  85 N Main St Ste 142  White River Junction, VT  United States  05001-7135"
8638,Refined Laser Systems GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102594"")",No Description Found,"=HYPERLINK(""http://refined-lasers.com"")",Refined Laser Systems GmbH  Mendelstr. 11  Münster  Germany  48149
8452,Reynard Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101336"")","Reynard Corporation manufactures custom optics and thin-film coatings 0.2µm to 50µm (UV-IR) to demanding specifications for aerospace & defense, commercial & industrial and medical applications. Other In-House Capabilities include: Diamond Turning, Optical Fabrication, Photolithographic Patterning, Design, Development and Environmental Testing. Prototype to Volume Production, ISO 9001:2015 Certified, ITAR Registered & Cybersecurity Compliant. We will work with you in Perfecting Your Light™","=HYPERLINK(""http://www.reynardcorp.com"")","Reynard Corp.  1020 Calle Sombra  San Clemente, CA  United States  92673-6227"
8332,Rocky Mountain Instrument Co.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102319"")","Founded in 1957, Rocky Mountain Instrument Company (RMI) is a designer and manufacturer of precision optics and coatings. Our technical expertise include: Laser Optics from DUV to Far IR; Infrared Optics including high output diamond turning; and Custom Optical Assemblies. We have proven experience in solutions for aerospace & defense, life science, medical, semiconductor, industrial and research markets. Please call us to discuss your next optical project requirements.","=HYPERLINK(""http://www.rmico.com"")","Rocky Mountain Instrument Co.  Bldg 1  106 Laser Dr  Lafayette, CO  United States  80026-2930"
8218,Rowe Technical Design Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103356"")","Rowe Technical Design, Inc. offers the finest in tissue phantoms for all categories of ophthalmic imaging, as well as model eyes that replicate the wide field aberrations of the normal human eye. We also offer expert consulting in all phases of ophthalmic diagnostic instrument development. Our model eyes and tissue phantoms are routinely used for technician training, evaluation of imaging system performance, instrument verification and repair.","=HYPERLINK(""http://rowetechnical.com"")","Rowe Technical Design Inc.  24865 Danafir  Dana Point, CA  United States  92629"
8535,"SCANLAB America, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101862"")","SCANLAB is the leading OEM manufacturer of high-performance galvanometer scanners and galvanometer-based scan systems for superior performance in applications such as additive manufacturing, micromachining, laser welding, marking, imaging, and various medical treatments. Since 1990, the company develops and manufactures with ISO 9001 certified processes innovative scanning solutions including control electronics, standard and customized mirrors, software, accessories and integrated solutions.","=HYPERLINK(""http://www.scanlab.com"")","SCANLAB America, Inc.  100 Illinois St Ste 200  Saint Charles, IL  United States  60174-1867"
8635,"Scanner Optics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102762"")","Scanner Optics Co.,Ltd. is a high-tech enterprise integrating technology research and development, production and sales. It is committed to providing galvo scanning system, F-theta lens, encoder solutions for global customers. Scanner Optics has a strong R&D team of optics, mechanical, electronics, software and process testing, and has obtained hundreds of utility model patents, invention patents and software copyrights.","=HYPERLINK(""http://www.scanneroptics.com"")","Scanner Optics Co., Ltd.  4F Bldg 4 Han’s Laser Industry Park  128 Chongqing St Fuyong Bao‘an  Shenzhen, GD  China  518000"
8456,Schäfter + Kirchhoff GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101833"")","Schäfter + Kirchhoff was founded over 65 years ago. We specialize in polarization-maintaining fiber optics, laser lines for machine vision as well as line scan cameras and scanner systems. A special focus is set on the winning combination of high optical and mechanical precision, which is the basis for the high quality, stability, and durability of our products. More information can be found on www.sukhamburg.com.","=HYPERLINK(""http://www.sukhamburg.com"")",Schäfter + Kirchhoff GmbH  Kieler Str. 212  Hamburg  Germany  22525
8381,"Sciton, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103093"")",No Description Found,"=HYPERLINK(""http://www.sciton.com"")","Sciton Inc  925 Commercial St  Palo Alto, CA  United States  94303-4908"
8669,SI Stuttgart Instruments GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102107"")","The Stuttgart Instruments Alpha is an ultrafast and fully wavelength-tunable frequency conversion system in an ultra-compact and completely passively stable system based on revolutionary parametric oscillator design which guarantees outstanding stability, reproducibility and shot-noise limited performance. It is available with a variety of pump laser options at different repetition rates and pulse durations.","=HYPERLINK(""http://www.s-instruments.de"")",SI Stuttgart Instruments GmbH  Ernsthaldenstr. 17  Stuttgart  Germany  70565
8377,"SiCART (Zhuhai) Technology Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101903"")","SiCART is a high-tech enterprise specializing in advanced laser device technology, providing integrated solutions for the biomedical industry, from optical components to complete modules. Known for its RGB laser, SiCART is rapidly establishing itself in the global visible light laser market. With deep expertise in beam combiner technology, our innovative design ensures exceptional quality and longevity, exceeding industry standards.","=HYPERLINK(""http://www.sicart.com"")","SiCART (Zhuhai) Technology Co., Ltd.  Unit 808  8F District B, Dazhou Technology Park , 8 Gangle Rd  Zhuhai, GD  China  519080"
8214,SILIOS Technologies,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102907"")","SILIOS Technologies is a French high-tech company, specialized in micro-optical technologies. Design and manufacture of ultra-compact Wavefront Imagers and VIS/NIR & SWIR multispectral sensors & cameras. The applications' fields are: Cell & tissue biology, Lasers, Space & Astronomy, Environment, Agriculture, Agro-food, Medical, Homeland Security & Defense.","=HYPERLINK(""http://www.silios.com"")",SILIOS Technologies  ZI Peynier-Rousset  Rue Gaston Imbert Prolongée  Peynier  France  13790
8273,Sill Optics GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101996"")",No Description Found,"=HYPERLINK(""http://www.silloptics.de"")",Sill Optics GmbH  Johann-Hoellfritsch-Str. 13  Wendelstein  Germany  90530
8439,SmarAct Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101590"")","SmarAct develops high-performance piezo solutions for handling and positioning in the micro- and nanometer range. The broad product portfolio -from single stages to complex parallel kinematics, miniaturized robots and easy control systems- is completed by sophisticated measuring equipment based on powerful laser interferometers.We serve high-accuracy positioning and metrology applications in research and industry within such fields as optics, microassembly, semiconductors and life sciences.","=HYPERLINK(""http://www.smaract.com"")","SmarAct Inc.  2140 Shattuck Ave Ste 302  Berkeley, CA  United States  94704-1212"
8536,SPARK LASERS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101816"")","SPARK LASERS is a leading manufacturer of compact high-performance femtosecond lasers for multiphoton imaging & excitation at various wavelengths (780, 920 & 1040-1064 nm). ALCOR allows fiber coupling straight on the laser head, providing a fully turn-key solution for Mini2P and fiber-coupled microscopes. Its fiber delivery & multibeam options offer unprecedented versatility for 2P imaging. DIADEM offers microjoule level energy & multi-MHz frequency, now available at 920 nm.","=HYPERLINK(""http://www.spark-lasers.com"")","SPARK LASERS  Technopole Montesquieu  12, allée Isaac Newton  Martillac  France  33650"
8556,Special Optics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103259"")","Special Optics designs, develops and manufactures catalog and custom ultra-precision optical components for a variety of customers and applications. Design expertise includes multi-element high NA precision assemblies with diffraction-limited performance and microscope objectives for single wavelength sampling requiring commercial tolerance assembly techniques. Custom optical designs include water dipping and oil and water immersion objective lenses.","=HYPERLINK(""http://www.navitar.com/products/special-optics"")","Special Optics  3 Stewart Ct  Denville, NJ  United States  07834-1038"
8302,Spectra-Physics/ An MKS Brand,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102684"")","Spectra-Physics is a brand within the MKS Instruments Photonics Solutions division. The Spectra-Physics product portfolio consists of a broad spectrum of lasers for precision industrial and scientific applications. Spectra-Physics lasers combine groundbreaking technologies with deep applications expertise to deliver disruptive performance and lower total cost of ownership. For more information, visit http://www.spectra-physics.com.","=HYPERLINK(""http://www.spectra-physics.com"")","Spectra-Physics/ An MKS Brand  1565 Barber Ln  Milpitas, CA  United States  95035-7409"
8241,"Spectrogon US, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103486"")","Spectrogon is a world-leading manufacturer with decades of expertise supplying superior optical filters and holographic diffraction gratings for high-demand applications. We offer optical filters & windows from 380-14000 nm and our production capability covers wafer sizes from Ø6 to Ø200 mm. The wafers can easily be cut to the required size and then delivered on tape frames.Our custom-made gratings for UV-NIR offer high efficiency, low stray light, wide tuning range, high damage threshold.","=HYPERLINK(""http://www.spectrogon.com"")","Spectrogon US, Inc.  115 US Highway 46 Ste A2  Mountain Lakes, NJ  United States  07046-1600"
8700,SPIE,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103098"")",No Description Found,"=HYPERLINK(""http://www.spie.org"")","SPIE  1000 20th St  Bellingham, WA  United States  98225-6705"
8700,SPIE Career Center,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101983"")",No Description Found,"=HYPERLINK(""http://www.spie.org/careercenter"")","SPIE Career Center  1000 20th St  Bellingham, WA  United States  98225-6705"
8700,SPIE Digital Library,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101957"")","The Digital Library contains over 635,000 research publications from the Proceedings of SPIE, the Society's 15 peer-reviewed journals, and more than 520 eBooks from SPIE Press. SPIE Digital Library papers are cited in more than 100,000 patents and topics cover astronomy, biomedical optics, biophotonics, nanotechnology, sensors, lasers, electro-optics, communications, imaging, energy, and more.","=HYPERLINK(""http://www.spiedigitallibrary.org"")","SPIE Digital Library  PO Box 10  Bellingham, WA  United States  98227-0010"
8700,SPIE Membership,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101982"")","The SPIE Membership booth is the central location for information about Membership, Member benefits, and Member activities during the conference. Whether or not you are a Member of SPIE, we encourage you to stop by to visit with SPIE staff and learn more about all that our global optics and photonics community has to offer you.","=HYPERLINK(""http://spie.org/membership"")","SPIE Membership  1000 20th St  Bellingham, WA  United States  98225-6705"
8234,"Stanford Computer Optics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102639"")",No Description Found,"=HYPERLINK(""http://www.stanfordcomputeroptics.com"")","Stanford Computer Optics Inc  780 Cragmont Ave  Berkeley, CA  United States  94708-1345"
8534,Swabian Instruments USA Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101557"")","Swabian Instruments provides versatile solutions for handling digital signals. Our streaming time-to-digital converters, a.k.a. Time Taggers, have a unique processing architecture. They combine high-performance hardware and powerful software, offering extensive on-the-fly processing capabilities. SI's Time Taggers are used in quantum technology, single-molecule microscopy, fluorescence correlation spectroscopy, laser ranging, precision time protocol testing, and many other disciplines.","=HYPERLINK(""http://www.swabianinstruments.com/company/"")","Swabian Instruments USA Inc.  1127 Harrison Ave  Boston, MA  United States  02119-3665"
8319,Teledyne Scientific Cameras,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101657"")","Teledyne will showcase the world’s most comprehensive, vertically integrated portfolio of scientific imaging technology for end-users and OEMs. Learn about our latest innovations in cameras, spectrographs, and optics for the wide-ranging scientific and industrial applications. Our BIOS booth will include Teledyne’s Photometrics, and Princeton Instruments groups. Teledyne is your one source, unlimited vision solutions partner.","=HYPERLINK(""http://www.teledynevisionsolutions.com"")","Teledyne Scientific Cameras  3440 E Britannia Dr Suite 100  Tucson, AZ  United States  85706"
8568,Teledyne Signal Processing Devices Sweden AB,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101747"")","Teledyne SP Devices designs, develops, and manufactures world-leading modular data acquisition and signal generation instruments. As a part of the Teledyne family with over 15 500 employees worldwide, we have access to some of the industry's most knowledgeable experts, research and development capabilities, and manufacturing facilities worldwide.","=HYPERLINK(""http://spdevices.com"")",Teledyne Signal Processing Devices Sweden AB  Teknikringen 8D  Linkoeping  Sweden  583 30
8324,TeraXion Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101548"")","TeraXion, an indie Semiconductor company (Nasdaq: INDI), specializes in innovative fiber-optic components, low-noise semiconductor lasers, ultrashort pulse fiber lasers and custom integrated photonics packaging solutions. With a legacy exceeding two decades, our expertise in fiber Bragg gratings, narrow-linewidth DFB lasers, integrated optics, silicon photonics and ultrafast oscillators positions us as a leader in cutting-edge applications.","=HYPERLINK(""http://www.teraxion.com"")","TeraXion Inc.  2716 Einstein St  Quebec, QC  Canada  G1P 4S8"
