Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
5411,"Ningbo Zhixing Optical Technology Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101723"")","Ningbo Zhixing Optical Technology Co., Ltd. is a scientific and technological enterprise focusing on the R & D of optical devices.The company can complete the requirements of optical system design, aspherical processing, aspherical inspection tool (CGH) production and machine vision calibration plate development according to the needs of customers.It has independent intellectual property rights in aspherical inspection tool (CGH),breaking the monopoly of foreign peers in this technology.","=HYPERLINK(""http://www.zhixingoptics.com"")","Ningbo Zhixing Optical Technology Co., Ltd.  No 98 Zhenbei Road, Low Tang Street  Ningbo, ZJ  China  315490"
3489,"Nippon Electric Glass Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103069"")","Nippon Electric Glass Co., Ltd. (NEG), founded in 1949, is a leading Japanese manufacturer of specialty glass products. Based in Ōtsu, Shiga Prefecture, NEG is renowned for its high-quality glass used in various applications, including flat panel displays (FPDs), electronic and optical devices, and glass fibers.NEG holds a significant share of the global market for liquid crystal display (LCD) glass, contributing to the advancement of display technology.","=HYPERLINK(""http://www.neg.co.jp"")","Nippon Electric Glass Co., Ltd.  4-1-14 Miyahara  Osaka-Shi Yodogawa-Ku  Japan  532-0003"
569,"NiPro Optics, Inc","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101736"")","Custom manufacturer of precision Diamond turned Optics used for machine visions systems, gas analyzers, scanner wheels, medical equipment, ophthalmic inserts and molds to mention a few. Thin-Film capabilities for durable metallic and dielectric coating. In-house, high Phos nickel plating for diamond turning and electroformed mirrors along with plated gold and rhodium. A full machine shop and metrology to support all of the departments for precision optical product.","=HYPERLINK(""http://www.niprooptics.com"")","NiPro Optics, Inc  7 Marconi  Irvine, CA  United States  92618-2701"
3488,"Nitto Optical Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103070"")","Working at the speed of development and productization requires the ability to support our customers from prototype phase to mass production. Leveraging over 70 years of optical know-how and state-of-the-art processing technologies, our dedicated sales, engineering, and manufacturing team work closely with our customers to understand their needs and expectations to provide the best solutions possible at the best price—this way of working results in a relationship of trust and open communication.","=HYPERLINK(""http://nitto-optical.co.jp/english/index.html"")","Nitto Optical Co., Ltd.  Nitto Bldg  1-14-18 Kudankita  Chiyoda-ku Tokyo  Japan  102-0073"
3401,NKT Photonics Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102002"")","Established in Denmark by scientists and engineers, NKT Photonics is based on a foundation of innovation and passion for photonics. We are the leading supplier of high-performance fiber lasers and photonic crystal fibers. We aim to make a difference in the World and are involved in projects that will transform the way we live through life science, renewable energy, and the basic understanding of the Universe. NKT Photonics is headquartered in Denmark and is a subsidiary of Hamamatsu Photonics.","=HYPERLINK(""http://www.nktphotonics.com"")","NKT Photonics Inc.  23 Drydock Ave Ste 410E  Boston, MA  United States  02210-2539"
1561,"nLIGHT, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102302"")",No Description Found,"=HYPERLINK(""http://www.nlight.net"")","nLIGHT, Inc.  4637 NW 18th Ave  Camas, WA  United States  98607-9406"
1740,NLIR,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102868"")","Offering the fastest spectrometers in the world, NLIR is advancing your capabilities in MIR spectroscopy regime. NLIR's 2 - 5 µm fiber spectrometer can acquire 130k spectra/s with a high sensitivity of 5 pW/nm and 6 cm-1 in spectral resolution. Powered by the cutting-edge technology, our products (MIR spectrometers, light sources, interfaces) can help you perform real-time non-disruptive measurements. We are a proud member of the Nynomic group. Reach out to us by info@nlir.com or visit nlir.com","=HYPERLINK(""http://www.nlir.com"")",NLIR  Hirsemarken 1C  Farum  Denmark  3520
1931,"NM Laser Products, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101504"")","Laser Shutter development, manufacture, and sales. OEM Specialist; 30 years + of refining technical solutions for High Irradiance lasers. Safety Interlocks, Processing Shutters, and Pulse Gating Models. For average powers to hundreds of Watts and Fluence levels to 10 J/cm2. Highly integrated and compact solutions achieve laser industry requirements such as Damage Threshold, Thermal Gradients/Flow, Particle Generation, Out-gassing, Photochemical material changes, and Fail-Safe closure.","=HYPERLINK(""http://www.nmlaser.com"")","NM Laser Products, Inc.  337 Piercy Rd  San Jose, CA  United States  95138-1403"
5618,Noble Metal Services,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103127"")","High-reliability precious metal reclaim: Gold, Silver, Platinum, Palladium, Iridium, and Source materials Production scrap, printed circuits, rags, wipes, jars, etch, ceramics, and cyanide solutions.100% destruction of your proprietary materials. We also offer expert EPA documentation and handling of hazardous wastes throughout the USA. ITAR-registered, EPA-compliant, and Conflict-free Minerals Certified to satisfy your supply chains.","=HYPERLINK(""http://noblemetalservices.com"")","Noble Metal Services  10 Ross Simons Dr  Cranston, RI  United States  02920-4481"
3430,NoIR InSight,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102047"")","NoIR is a leading manufacturer of internationally certified laser safety eyewear, supplying custom solutions for new applications and energy sources, with commitment to quality and customer service. Our LaserShield® filters afford high Optical Densities without sacrificing visibility, while delivering the highest damage threshold ratings possible for femtosecond and high energy pulses. With over 130 selections available in frames to fit any face, NoIR LaserShields keep you safe and comfortable.","=HYPERLINK(""http://noirinsight.com"")","NoIR InSight  LaserShield  4975 Technical Dr  Milford, MI  United States  48381-3952"
3218,Noisy Labs GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102206"")","Noisy Labs is a leading company in the field of quantum optics. Noisy Labs delivers Squeeze Lasers that provide up to 10 dB of squeezed vacuum states for quantum sensing and quantum computing applications. In addition, Noisy Labs manufactures equipment to simplify working with squeezed light as high quantum efficiency balanced detectors and filter cavities. The product portfolio is completed by consulting services when implementing squeezed light and customized technical solutions.","=HYPERLINK(""http://noisy-labs.com/"")",Noisy Labs GmbH  Luruper Hauptstr. 1  Hamburg  Germany  22547
3371,North American Coating Labs.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101371"")",No Description Found,"=HYPERLINK(""http://www.nacl.com"")","North American Coating Labs.  9450 Pineneedle Dr  Mentor, OH  United States  44060-1828"
1349,Northrop Grumman SYNOPTICS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102367"")","Northrop Grumman SYNOPTICS is the world’s leading manufacturer of crystals for use in solid-state lasers. In addition, Air Spaced Polarizers for use at 1064nm are available. Products are used in applications in the military, medical, industrial and scientific markets. Materials include Nd:YAG, CTH:YAG, Er:YAG, Undoped YAG, Nd:YLF, Alexandrite, Ruby, TGG, KTF, KTP, Cr4+:YAG, Co:Spinel, Yb:LuAG, and Yb:YAG. Diffusion bonding of garnets and contract crystal growth is available.","=HYPERLINK(""http://www.ngc.com/synoptics"")","Northrop Grumman SYNOPTICS  1201 Continental Blvd  Charlotte, NC  United States  28273-6320"
164,Northstar Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103542"")",No Description Found,"=HYPERLINK(""http://www.northstarphotonics.com"")","Northstar Photonics  2865 Zanker Rd  San Jose, CA  United States  95134-2101"
"1056, 1057","Novanta, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102051"")","Novanta is a trusted technology partner to medical and industrial OEMs (original equipment manufacturers), with deep proprietary expertise in photonics, vision and precision motion technologies. We engineer mission-critical core components and subsystems that deliver extreme precision and performance, enabling our customers to improve productivity, to achieve breakthrough performance and to enhance people’s lives.","=HYPERLINK(""http://www.novanta.com"")","Novanta, Inc.  125 Middlesex Tpke  Bedford, MA  United States  01730-1409"
353,NovelBeam,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101722"")","NovelBeam constantly innovates on optical processing, high-energy optical coating, LED thermal management, LED driving technology, and customized illumination and imaging system design. Optical Division of NovelBeam has been adapting and improving optics technology for micro optics, IVD, stomatology, industrial laser and many other applications, offering design solutions and rapid R&D prototyping as well as high volume manufacturing with repeatable performance and reliability.","=HYPERLINK(""http://en.novelbeam.com"")","NovelBeam  No. 100 Keyuanweisi Road  Qingdao, SD  China  266100"
2242,NovoViz,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102860"")","NovoViz, a Swiss fabless semiconductor company, is redefining single-photon imaging sensors with high-speed performance and exceptional affordability. By embedding computation directly on-chip, our patented technology dramatically lowers costs and facilitates system integration, creating compact and advanced solutions. With applications spanning medical imaging, automotive, space, and industrial monitoring, NovoViz delivers cutting-edge, accessible solutions according to modern industry demands.","=HYPERLINK(""http://www.novoviz.com"")",NovoViz  Rue de la Pierre-à-Mazel 39  Neuchâtel  Switzerland  2000
564,"NP Photonics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102300"")","NP Photonics develops and manufactures specialty fiber lasers, fiber amplifiers and transport fibers for the near- and mid-infrared (IR) wavelength bands. Our proprietary fiber technology is used across a broad family of products, particularly single frequency, narrow linewidth, low phase-noise fiber lasers which are designed for applications in optical sensing, metrology, coherent LIDAR, spectroscopy, telecommunications, and quantum computing.","=HYPERLINK(""http://www.npphotonics.com"")","NP Photonics, Inc.  UA Science & Technology Park  9030 S Rita Rd Ste 120  Tucson, AZ  United States  85747-9102"
4205,NTG - Neue Technologien GmbH & Co. KG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103251"")","Innovative concepts for your application –from a first idea to the final product, offered from one source.NTG - Neue Technologien GmbH & Co. KG is a worldwide operating mechanical engineering company located in the heart of the european Union. No difference if simple job order parts or complex procedural plants, everything is manufactured inhouse. As the world market leader in the field of ion beam figuring, we serve our global customers with unique taylor-made machines and process solutions.","=HYPERLINK(""http://www.ntg.de"")",NTG - Neue Technologien GmbH & Co. KG  Im Steinigen Graben 12-14  Gelnhausen  Germany  63571
4205,NTGmotion GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103310"")","Located in Gelnhausen (Germany), NTGmotion is focused on enhancing motion technologies to the next level of performance. Since years our partner NTG (located across the street) successfully sells our products as an integral part of their IBF and (R)-IBE machines around the world. We, on the other hand, use NTG`s extensive manufacturing capabilities and experience to produce all critical parts for our products. Because of the nature of this cooperation, we are closely networked.","=HYPERLINK(""http://www.ntgmotion.de"")",NTGmotion GmbH  Am Spielacker 20  Gelnhausen  Germany  63571
3393,"NTKJ Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103075"")","NTKJ, the Japan-based lens manufacturer, specializes in ultra-precision machining, molding, and large lens production. A pico resolution of 5+2 axis diamond turning facility enhances NTKJ to manufacture ultra-precision optics. Our facility and 40-year-experience enables to manufacture Ge Fresnel, MLA, DOE, Freeform lenses and mirrors, elliptical Fresnel and standard lenses. NTKJ boosts innovative optics R&D for industries such as lighting, imaging, sensing, medical, defense and aerospace.","=HYPERLINK(""http://www.ntkj-japan.com"")","NTKJ Co., Ltd.  2-16-10 Hasune  Itabashi-ku  Japan  174-0046"
5204,NTS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103374"")","NTS is a first-tier contract manufacturer and develops, produces, assembles, and tests complex (opto-)mechatronic systems and mechanical modules. By doing that, we accelerate our customers’ innovation and contribute to a more sustainable, healthy, and future proof world. To be a partner-of-choice, we must think along and innovate together. Our customers value us for the know-how and competencies we have in-house, that unburden them, shorten their time-to market and guarantee quality solutions.","=HYPERLINK(""http://www.nts-group.nl"")",NTS  Dillenburgstraat 9  Eindhoven  Netherlands  5652 AM
3493,NTT Advanced Technology Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103068"")",No Description Found,"=HYPERLINK(""http://www.ntt-at.co.jp"")","NTT Advanced Technology Corp  Tokyo Opera City Twr  3-20-2 Nishi-Shinjuku  Sinjuku-ku, Tokyo  Japan  163-1436"
3492,NTT Innovative Devices Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103091"")","NTT Innovative Devices delivers state-of-the-art optical devices used in gas sensing, biological analysis, physics measurement, and landscape scanning. DFB lasers, Wavelength Conversion Modules, THz products, and PLC chips are showcased at the booth. As NTT's latest R&D results, we also exhibit an optical shutter integrated multi-wavelength combiner which supports compactness and high-power input with PLC technology for ophthalmoscopes and flow cytometers.","=HYPERLINK(""http://www.ntt-innovative-devices.com/en/index.html"")","NTT Innovative Devices Corp.  Aquaria Tower Yokohama  1-1-32 Shin-urashimacho, Kanagawa-ku  Yokohama-shi  Japan  221-0031"
4932,"NuPhoton Technologies, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101244"")",No Description Found,"=HYPERLINK(""http://www.nuphoton.com"")","NuPhoton Technologies Inc  41610 Corning Pl  Murrieta, CA  United States  92562-7023"
4103,Nuvoton Technology Corp. Japan,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102912"")","Nuvoton has accumulated advanced laser diode technologies over more than 40 years. Leveraging our position as the leading laser diode supplier for optical discs, we have expanded our business to include both consumer and industrial applications. Our lasers, designed with advanced technologies and strict quality control, achieve high power and reliability, earning high praise from customers. We are committed to continuous innovation and business expansion to meet our customers’ diverse needs.","=HYPERLINK(""http://www.nuvoton.co.jp/en"")",Nuvoton Technology Corp. Japan  1 Kotari-yakemachi  Nagaokakyo  Japan  617-8520
4634,Nüvü Cameras Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101718"")",Nüvü Cameras' specializes in innovative scientific CCD & EMCCD cameras by completely rethinking the electronics and possibilities behind these detectors. Nüvü™'s patented technology offers the ultimate level of sensitivity thanks to the highest Signal-to-Noise Ratio for low light imaging (total background noise less than 0.001e/pixel/s with EM gain up to 5000) to answer the needs of the most demanding low light imaging application. Space qualified products and consultations services available.,"=HYPERLINK(""http://www.nuvucameras.com"")","Nüvü Cameras Inc.  355 Peel St Suite 603  Montreal, QC  Canada  H3C 2G9"
3681,NYFORS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101600"")","NYFORS is your innovative supplier of advanced glass processing and preparation equipment for specialty optical fiber splicing operations. We supply reliable and precise solutions tailored to the individual challenges of our customers. Our highly automated systems lead to consistent, high yield production for both high and low volume. Our portfolio currently includes: CO2 laser splicing and glass shaping equipment, recoaters, automatic systems for preparation, fiber-end and window stripping.","=HYPERLINK(""http://www.nyfors.com"")",NYFORS  Solkraftsvägen 12  Stockholm  Sweden  135 70
1740,Nynomic AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103047"")",No Description Found,"=HYPERLINK(""http://www.nynomic.com"")",Nynomic AG  Am Marienhof 2  Wedel  Germany  22880
3202,O/E Land Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101542"")",No Description Found,"=HYPERLINK(""http://www.o-eland.com"")","O/E Land Inc  7639 Cordner St  Lasalle, QC  Canada  H8N 2X2"
4733,Obducat Technologies AB,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102148"")","Obducat is a world-leading supplier of lithography solutions used for the production and replication of advanced micro and nano structures. We enable the realization of new devices with improved performance and functionalities. Our superior lithography tools are successfully used within the Optics and Photonics, LEDs and Displays, MEMS and Sensor, Bio- and Medical devices. Our product offerings include Nanoimprint Lithography tools, Resist- and Wet processing tools and Foundry services.","=HYPERLINK(""http://www.obducat.com"")",Obducat Technologies AB  Nytänkargatan 4  Lund  Sweden  223 63
1337,Ocean Optics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102241"")","Spectrometers and Photonics Systems to Measure What Matters. With over 30 years of excellence in miniature fiber optic spectroscopy, Ocean Optics designs and builds precise photonics systems to solve customer measurement challenges to make the world safer, cleaner, and healthier. We work within applications including biomedical, semiconductors, research & science, industrial, environmental, food & agriculture, and safety & security.","=HYPERLINK(""http://www.oceanoptics.com"")","Ocean Optics  3500 Quadrangle Blvd  Orlando, FL  United States  32817-8326"
409,Octave Photonics LLC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103350"")",No Description Found,"=HYPERLINK(""http://octavephotonics.com"")","Octave Photonics LLC  325 W South Boulder Rd Ste B1  Louisville, CO  United States  80027-1130"
3634,"OEwaves, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101767"")","OEwaves manufactures ultra-narrow linewidth lasers, laser systems, and laser noise measurement systems for research and development, communication, sensing, spectroscopy, and quantum applications, bringing industrial ruggedness to the most extreme scientific platforms. Available between 370 nm and 4500 nm. For more information, or for custom builds, please contact us at sales@oewaves.com or visit www.oewaves.com","=HYPERLINK(""http://www.oewaves.com"")","OEwaves, Inc.  465 N Halstead St Ste 140  Pasadena, CA  United States  91107-6016"
4505,OFS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102221"")","OFS is a world-leading designer, manufacturer and provider of optical fiber, fiber optic cable, connectivity, fiber-to-the-subscriber (FTTx) and specialty fiber optic products. We put our development and manufacturing resources to work creating solutions for applications in such areas as communications, medicine, industrial automation, sensing, aerospace, defense and energy. We provide fiber optic solutions that help our customers meet their needs today and into the future.","=HYPERLINK(""http://www.ofsoptics.com"")","OFS  55 Darling Dr  Avon, CT  United States  06001-4273"
326,Ohara Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101239"")","Manufacturer of precision optical glasses: strip/slab, cut/molded blanks, high homogeneity blanks, fine gobs, polished ball lenses, near UV transmitting i-Line glass, glass ceramic substrates, CaF2, UV & IR materials, quartz, Fused Silica (standard and excimer grade). Ohara ClearCeram-Z ultralow expansion glass (excellent CTE uniformity; large sizes). NANOCERAM. Supplier of double side polished substrates (excellent flatness/low surface roughness).","=HYPERLINK(""http://www.oharacorp.com"")","Ohara Corp.  23141 Arroyo Vista Ste 200  Rancho Santa Margarita, CA  United States  92688-2613"
4728,"Okamoto Optics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103538"")",No Description Found,"=HYPERLINK(""http://www.okamoto-optics.com"")","Okamoto Optics Inc  8-34 Haramachi Isogo-ku  Yokohama, Kanagawa  Japan  235-0008"
5317,O-m6,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103301"")","O-m6 Technologies is a leader in the manufacture of fiber optic assemblies. Founded in 1996, we were quickly recognized for our technical expertise and we rapidly earned an excellent reputation for the quality of our products.","=HYPERLINK(""http://www.om6.com"")","O-m6  14163 Bd du Curé-Labelle  Mirabel, QC  Canada  J7J 1M3"
427,"Omega Optical, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102189"")","Omega Optical designs, manufactures, and coats critical optical elements that guide light between source and sensor. Our Optical Filters, Diffraction Gratings, IR optics, and Custom Coating products all help to make the world healthier, safer, and more productive.","=HYPERLINK(""http://www.omega-optical.com"")","Omega Optical, LLC  21 Omega Dr  Brattleboro, VT  United States  05301-4444"
3419,Omicron Laserage Laserprodukte GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103189"")","Omicron has been developing and manufacturing LED & laser-based light sources for 30 years, is ISO9001 & ISO13485 certified and develops and designs customized solutions from single wavelength to multiline solutions. CW as well as high speed modulated light sources in the nanosecond, picosecond range are available. Important developments include the BrixXHUB Ultra® High-Power Light Engine, LightHUB Ultra® laser beam combiner, LedHUB® high power LED light engine and PDT cancer treatment systems.","=HYPERLINK(""http://www.omicron-laser.de"")",Omicron Laserage Laserprodukte GmbH  Raiffeisenstr. 5e  Rodgau  Germany  63110
4833,Onyx Optics Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101493"")",No Description Found,"=HYPERLINK(""http://www.onyxoptics.com"")","Onyx Optics Inc  6551 Sierra Ln  Dublin, CA  United States  94568-2798"
927,Ophir/ An MKS Brand,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102688"")","Ophir is a brand within the MKS Instruments Photonics Solutions division. The Ophir product portfolio consists of laser and LED measurement products including laser power and energy meters, beam profilers, high-performance IR thermal imaging lenses and optics for CO2 and high-power fiber laser applications. For more information, visit www.ophiropt.com.","=HYPERLINK(""http://www.ophiropt.com"")","Ophir/ An MKS Brand  3050 N 300 W  North Logan, UT  United States  84341-6741"
4135,oplens,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102624"")",No Description Found,"=HYPERLINK(""http://www.oplens.com"")","oplens  Dujiang Yan Economic & Technological Development Zone  No 18 Taixing Ave  Chengdu, SC  China  611830"
4100,OPTAplus BG JSC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103137"")","OPTAplus is an optical-components manufacturing company situated in Sofia, Bulgaria. OPTAplus provides to its customers optical and mechanical details, clean assembling, design and optimization of opto-mechanical systems. The main products are lenses, doublets, windows and wedges, prisms, filters, mirrors etc. Using latest generation metrology equipment and effective manufacturing technologies, highest specifications including such for laser applications are achieved.","=HYPERLINK(""http://www.optaplus.com"")",OPTAplus BG JSC  Hermann Maier 46  Sofia  Bulgaria  1632
3475,Optec S.p.A.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102217"")",No Description Found,"=HYPERLINK(""http://www.optec.eu"")","Optec SpA  Via Andrea Mantegna 34  Parabiago, Lombardia  Italy  20015"
4205,OptecNet Deutschland eV,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103252"")",No Description Found,"=HYPERLINK(""http://www.optecnet.de"")",OptecNet Deutschland eV  Garbsener Landstr 10  Hannover  Germany  30419
5123,OpTek Systems,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103284"")","OpTek Systems is a leading global supplier of laser processing tools and laser machining services. Working in partnership with our customers, our highly qualified and experienced team develop and deliver precision laser processing tools by bringing together core skills in lasers, optics, laser/materials interaction, automation, vision, control and software.","=HYPERLINK(""http://www.opteksystems.com"")","OpTek Systems  Uni 1-2 Foxcombe Court, Wyndyke Furlong  Oxford  United Kingdom  OX14 1DZ"
3377,"Opterro, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103122"")","Opterro is a leader in smart turnkey sensing systems. Opterro and its subsidiary Redondo Optics have leveraged ~$80M in R&D funding to develop advanced fiber-optic & optoelectronic sensing solutions. Their plug-and-play products, backed by a strong IP portfolio, are used across sectors like energy, defense, and healthcare. With a global distribution footprint, Opterro delivers end-to-end solutions with unmatched performance and decision-aid analytics to an expanding range of global customers.","=HYPERLINK(""http://opterro.com"")","Opterro, Inc.  1533 California Cir  Milpitas, CA  United States  95035-3023"
3281,Optica,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101597"")","Optica, formerly known as the Optical Society (OSA), is the premier global society dedicated to advancing optics and photonics worldwide. Since 1916, we have been a trusted partner to scientists, engineers, educators, and business leaders, connecting the field’s brightest minds to drive innovation and discovery. With a diverse membership spanning academia, industry, and government, Optica offers unparalleled access to cutting-edge research, professional development, and networking opportunities","=HYPERLINK(""http://www.optica.org"")","Optica  2010 Massachusetts Ave NW  Washington, DC  United States  20036-1012"
2331,"Optical Engines, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101377"")",No Description Found,"=HYPERLINK(""http://opticalenginesinc.com"")","Optical Engines Inc  2829 W Colorado Ave  Colorado Springs, CO  United States  80904-2443"
4014,Optical Fiber Packaging,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103448"")","OFP manufactures Optical and Electrical Hermeticity, Fiber Connectivity and Packaging components. Also, Isolators, Micro Expanded Beam, Fiber Lensing & Shaping, Vee Groove Arrays for fiber to chip coupling. Its connectivity, packaging and coupling products are engineered for Space, Cryogenic, Vacuum, and Quantum Computing applications. KIMT specializes in thermoelectric coolers, package assemblies, and more.","=HYPERLINK(""http://www.ofpgco.com"")",Optical Fiber Packaging  Hollands Rd Industrial Est  Haverhill Suffolk  United Kingdom  CB9 8PR
3371,"Optical Filter Source, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103220"")",No Description Found,"=HYPERLINK(""http://www.opticalfiltersource.com"")","Optical Filter Source LLC  Bldg 2  16920 Joe Barbee Dr  Round Rock, TX  United States  78664-2373"
467,"Optical Support, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102643"")","Optical Support, Inc. is an engineering services company specializing in the design, fabrication, assembly and test of custom optical systems and metrology tooling for defense, semiconductor, entertainment, biomedical, commercial sensing and other vertical markets. OSI has designed and delivered spaceborne imaging and sensor systems, cinematography lenses, telescopes, laser illuminators, and other precision optical systems from EUV to LWIR to a wide variety of customers over the past 20yrs.","=HYPERLINK(""http://www.opticalsupportinc.com"")","Optical Support, Inc.  1661 S Research Loop  Tucson, AZ  United States  85710-6741"
1320,"Opticology, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102799"")","Optical engineering and design company with emphasis in early stage development of analytical and biomedical devices. Expertise in miniature design and implementation of complex optical systems. All required engineering services offered along with component manufacturing and sourcing. We build functioning prototypes with cost effective, elegant and efficient design. Wide array of capabilities in optical sciences. Over 20 years in business serving medical, industrial, scientific.","=HYPERLINK(""http://www.opticology.com"")","Opticology, Inc.  99 Commerce St  Brooklyn, NY  United States  11231-1239"
5143,"OptiColor, Inc., A Techmer PM Company","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102458"")","For over 25 years OptiColor has been an advanced leader in compounding specialty dyes for eyewear, safety lenses and sheet, medical, welding and laser, light filters, touch screens, night vision, sensor filters and other critical applications using near-infrared and visible absorbing specialty dyes we compound into high quality engineered resins. In 2024, OptiColor joined forces with Techmer PM a global leading materials design company.","=HYPERLINK(""http://www.opticolorinc.com"")","OptiColor, Inc., A Techmer PM Company  15281 Graham St  Huntington Beach, CA  United States  92649"
558,Optics Valley,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101423"")","The mission of Optics Valley is to catalyze, convene and connect optics, photonics, astronomy, and supporting business interests throughout Arizona. We maintain worldwide strategic collaborations and key partnerships. We provide cutting-edge professional development, world-class education, strategic business networking, and broad support for our members to thrive and lead in global markets. Member of the Global Photonics Alliance.","=HYPERLINK(""http://www.opticsvalleyaz.org"")","Optics Valley  1215 E Pennsylvania St Ste 122  Tucson, AZ  United States  85714-1600"
